         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 otConverters.py:331(GlyphID)
        1    0.000    0.000    0.000    0.000 otConverters.py:357(GlyphID32)
        1    0.000    0.000    0.000    0.000 otConverters.py:362(NameID)
        1    0.000    0.000    0.000    0.000 otConverters.py:377(STATFlags)
        1    0.000    0.000    0.000    0.000 otConverters.py:390(FloatValue)
        1    0.000    0.000    0.000    0.000 otConverters.py:395(DeciPoints)
        1    0.000    0.000    0.000    0.000 otConverters.py:403(Fixed)
        1    0.000    0.000    0.000    0.000 otConverters.py:416(F2Dot14)
        1    0.000    0.000    0.000    0.000 otConverters.py:429(Version)
        1    0.000    0.000    0.000    0.000 otConverters.py:450(Char64)
        1    0.000    0.000    0.000    0.000 otConverters.py:481(Struct)
        1    0.000    0.000    0.000    0.000 otConverters.py:553(StructWithLength)
        1    0.000    0.000    0.000    0.000 otConverters.py:581(Table)
        1    0.000    0.000    0.000    0.000 otConverters.py:615(LTable)
        1    0.000    0.000    0.000    0.000 otConverters.py:627(Table24)
        1    0.000    0.000    0.000    0.000 otConverters.py:640(SubStruct)
        1    0.000    0.000    0.000    0.000 otConverters.py:648(SubTable)
        1    0.000    0.000    0.000    0.000 otConverters.py:656(ExtSubTable)
        1    0.000    0.000    0.000    0.000 otConverters.py:663(FeatureParams)
        1    0.000    0.000    0.000    0.000 otConverters.py:669(ValueFormat)
       12    0.000    0.000    0.000    0.000 otConverters.py:671(__init__)
        1    0.000    0.000    0.000    0.000 otConverters.py:683(ValueRecord)
        1    0.000    0.000    0.000    0.000 otConverters.py:702(AATLookup)
       13    0.000    0.000    0.000    0.000 otConverters.py:705(__init__)
        1    0.000    0.000    0.000    0.000 otConverters.py:93(_MissingItem)
        1    0.000    0.000    0.000    0.000 otConverters.py:932(AATLookupWithDataOffset)
        1    0.000    0.000    0.000    0.000 otConverters.py:991(MorxSubtableConverter)
        1    0.000    0.000    0.000    0.000 otData.py:1(<module>)
        1    0.000    0.000    0.027    0.027 otTables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 otTables.py:1005(AlternateSubst)
        1    0.000    0.000    0.000    0.000 otTables.py:1076(LigatureSubst)
        1    0.000    0.000    0.000    0.000 otTables.py:1169(COLR)
        1    0.000    0.000    0.000    0.000 otTables.py:1200(LookupList)
        1    0.000    0.000    0.000    0.000 otTables.py:1238(BaseGlyphRecordArray)
        1    0.000    0.000    0.000    0.000 otTables.py:1248(BaseGlyphList)
        1    0.000    0.000    0.000    0.000 otTables.py:1259(VariableValue)
        1    0.000    0.000    0.000    0.000 otTables.py:1285(VariableFloat)
        1    0.000    0.000    0.000    0.000 otTables.py:1290(VariableInt)
        1    0.000    0.000    0.000    0.000 otTables.py:1295(ExtendMode)
        1    0.000    0.000    0.000    0.000 otTables.py:1303(CompositeMode)
        1    0.000    0.000    0.000    0.000 otTables.py:1333(PaintFormat)
        1    0.000    0.000    0.000    0.000 otTables.py:1368(Paint)
        1    0.000    0.000    0.000    0.000 otTables.py:143(ContextualMorphAction)
        1    0.002    0.002    0.022    0.022 otTables.py:1804(_buildClasses)
        1    0.000    0.000    0.000    0.000 otTables.py:207(LigAction)
        1    0.000    0.000    0.000    0.000 otTables.py:222(LigatureMorphAction)
        1    0.000    0.000    0.000    0.000 otTables.py:26(AATStateTable)
        1    0.000    0.000    0.000    0.000 otTables.py:33(AATState)
        1    0.000    0.000    0.000    0.000 otTables.py:364(InsertionMorphAction)
        1    0.000    0.000    0.000    0.000 otTables.py:38(AATAction)
        1    0.000    0.000    0.000    0.000 otTables.py:496(FeatureParams)
        1    0.000    0.000    0.000    0.000 otTables.py:505(FeatureParamsSize)
        1    0.000    0.000    0.000    0.000 otTables.py:508(FeatureParamsStylisticSet)
        1    0.000    0.000    0.000    0.000 otTables.py:511(FeatureParamsCharacterVariants)
        1    0.000    0.000    0.000    0.000 otTables.py:514(Coverage)
        1    0.000    0.000    0.000    0.000 otTables.py:61(RearrangementMorphAction)
        1    0.000    0.000    0.000    0.000 otTables.py:621(VarIdxMap)
        1    0.000    0.000    0.000    0.000 otTables.py:699(VarRegionList)
        1    0.000    0.000    0.000    0.000 otTables.py:718(SingleSubst)
        1    0.000    0.000    0.000    0.000 otTables.py:799(MultipleSubst)
        1    0.000    0.000    0.000    0.000 otTables.py:877(ClassDef)
        8    0.000    0.000    0.000    0.000 parameter.py:31(__new__)
       72    0.000    0.000    0.000    0.000 parameter.py:9(__instancecheck__)
       31    0.000    0.000    0.003    0.000 patches.py:276(get_transform)
       12    0.000    0.000    0.000    0.000 patches.py:287(get_patch_transform)
        7    0.000    0.000    0.000    0.000 patches.py:318(set_antialiased)
       17    0.000    0.000    0.000    0.000 patches.py:331(_set_edgecolor)
       11    0.000    0.000    0.000    0.000 patches.py:346(set_edgecolor)
       17    0.000    0.000    0.001    0.000 patches.py:357(_set_facecolor)
       11    0.000    0.000    0.000    0.000 patches.py:364(set_facecolor)
       11    0.000    0.000    0.000    0.000 patches.py:398(set_linewidth)
        6    0.000    0.000    0.000    0.000 patches.py:418(set_linestyle)
        6    0.000    0.000    0.000    0.000 patches.py:455(set_fill)
       10    0.000    0.000    0.000    0.000 patches.py:477(set_capstyle)
        6    0.000    0.000    0.000    0.000 patches.py:497(set_joinstyle)
        6    0.000    0.000    0.000    0.000 patches.py:517(set_hatch)
       24    0.000    0.000    0.001    0.000 patches.py:554(_bind_draw_path_function)
        6    0.000    0.000    0.001    0.000 patches.py:59(__init__)
       12    0.000    0.000    0.005    0.000 patches.py:606(draw)
        4    0.000    0.000    0.001    0.000 patches.py:628(get_window_extent)
        2    0.000    0.000    0.000    0.000 patches.py:714(__init__)
        4    0.000    0.000    0.000    0.000 patches.py:741(get_path)
       21    0.000    0.000    0.000    0.000 patches.py:745(_convert_units)
       19    0.000    0.000    0.002    0.000 patches.py:753(get_patch_transform)
       19    0.000    0.000    0.001    0.000 patches.py:848(get_bbox)
      401    0.001    0.000    0.002    0.000 path.py:162(_fast_from_codes_and_verts)
      293    0.001    0.000    0.002    0.000 path.py:191(_update_values)
     1307    0.000    0.000    0.000    0.000 path.py:200(vertices)
      586    0.000    0.000    0.000    0.000 path.py:214(codes)
      333    0.000    0.000    0.000    0.000 path.py:233(simplify_threshold)
      338    0.000    0.000    0.000    0.000 path.py:245(should_simplify)
      231    0.000    0.000    0.000    0.000 path.py:343(__len__)
      154    0.001    0.000    0.003    0.000 path.py:346(iter_segments)
       77    0.000    0.000    0.002    0.000 path.py:459(cleaned)
        4    0.000    0.000    0.001    0.000 path.py:596(get_extents)
        4    0.000    0.000    0.000    0.000 path.py:723(unit_rectangle)
      293    0.001    0.000    0.007    0.000 path.py:99(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1062(resolve)
       10    0.000    0.000    0.000    0.000 pathlib.py:1090(stat)
        9    0.000    0.000    0.000    0.000 pathlib.py:1283(exists)
       73    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 pathlib.py:512(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:519(__len__)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(__getitem__)
       38    0.000    0.000    0.001    0.000 pathlib.py:56(parse_parts)
       30    0.000    0.000    0.001    0.000 pathlib.py:567(_parse_args)
       29    0.000    0.000    0.001    0.000 pathlib.py:587(_from_parts)
       10    0.000    0.000    0.000    0.000 pathlib.py:598(_from_parsed_parts)
       28    0.000    0.000    0.000    0.000 pathlib.py:606(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:613(_make_child)
       36    0.000    0.000    0.000    0.000 pathlib.py:619(__str__)
       11    0.000    0.000    0.000    0.000 pathlib.py:629(__fspath__)
       16    0.000    0.000    0.000    0.000 pathlib.py:708(name)
        8    0.000    0.000    0.000    0.000 pathlib.py:753(with_name)
        1    0.000    0.000    0.000    0.000 pathlib.py:851(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:873(parents)
        1    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
       28    0.000    0.000    0.001    0.000 pathlib.py:955(__new__)
       10    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        9    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
       24    0.000    0.000    0.000    0.000 posixpath.py:337(normpath)
       24    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
       24    0.000    0.000    0.004    0.000 posixpath.py:391(realpath)
       24    0.001    0.000    0.003    0.000 posixpath.py:400(_joinrealpath)
      371    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       48    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
      314    0.001    0.000    0.001    0.000 posixpath.py:71(join)
    20000    0.038    0.000    0.230    0.000 profiler.py:436(__init__)
    20000    0.073    0.000    0.315    0.000 profiler.py:445(__enter__)
    20000    0.043    0.000    0.144    0.000 profiler.py:449(__exit__)
        1    0.000    0.000    0.003    0.003 psCharStrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:1146(T1CharString)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:1179(DictDecompiler)
        3    0.000    0.000    0.000    0.000 psCharStrings.py:171(getIntEncoder)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:261(CharStringCompileError)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:264(SimpleT2Decompiler)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:457(T2WidthExtractor)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:499(T2OutlineExtractor)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:791(T1OutlineExtractor)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:93(<dictcomp>)
        1    0.000    0.000    0.000    0.000 psCharStrings.py:933(T2CharString)
        2    0.000    0.000    0.000    0.000 psCharStrings.py:98(buildOperatorDict)
        1    0.000    0.000    0.000    0.000 py23.py:1(<module>)
      141    0.000    0.000    0.000    0.000 py23.py:103(__eq__)
        1    0.000    0.000    0.000    0.000 py23.py:43(Py23Error)
      153    0.000    0.000    0.000    0.000 py23.py:61(bytechr)
       13    0.000    0.000    0.000    0.000 py23.py:80(tounicode)
        1    0.000    0.000    0.000    0.000 py23.py:90(Tag)
      282    0.000    0.000    0.000    0.000 py23.py:91(transcode)
      141    0.000    0.000    0.000    0.000 py23.py:97(__new__)
        1    0.000    0.000    0.000    0.000 pyplot.py:111(install_repl_displayhook)
        1    0.000    0.000    0.175    0.175 pyplot.py:1321(subplots)
        2    0.000    0.000    0.000    0.000 pyplot.py:200(_get_required_interactive_framework)
        3    0.000    0.000    0.077    0.026 pyplot.py:207(_get_backend_mod)
      3/1    0.000    0.000    0.077    0.077 pyplot.py:227(switch_backend)
        2    0.000    0.000    0.074    0.037 pyplot.py:288(backend_mod)
        1    0.000    0.000    0.077    0.077 pyplot.py:315(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.129    0.129 pyplot.py:324(new_figure_manager)
        1    0.000    0.000    0.000    0.000 pyplot.py:331(draw_if_interactive)
        1    0.000    0.000    0.129    0.129 pyplot.py:686(figure)
     1550    0.001    0.000    0.003    0.000 pyplot.py:833(_auto_draw_if_interactive)
        1    0.000    0.000    0.000    0.000 pyplot.py:875(get_fignums)
        4    0.000    0.000    0.002    0.001 pyplot.py:914(close)
        1    0.000    0.000    0.066    0.066 qt_compat.py:1(<module>)
        9    0.000    0.000    0.000    0.000 qt_compat.py:162(_enum)
        8    0.000    0.000    0.000    0.000 qt_compat.py:178(_devicePixelRatioF)
        8    0.000    0.000    0.000    0.000 qt_compat.py:197(_setDevicePixelRatio)
        1    0.000    0.000    0.000    0.000 qt_compat.py:279(__getattr__)
        3    0.000    0.000    0.066    0.022 qt_compat.py:87(_setup_pyqt5plus)
        1    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        1    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        3    0.000    0.000    0.000    0.000 rcsetup.py:252(validate_backend)
        3    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
     3516    0.003    0.000    0.011    0.000 re.py:187(match)
       13    0.000    0.000    0.000    0.000 re.py:222(split)
       35    0.000    0.000    0.051    0.001 re.py:249(compile)
      708    0.000    0.000    0.001    0.000 re.py:269(escape)
     3564    0.004    0.000    0.056    0.000 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       26    0.000    0.000    0.000    0.000 re.py:324(_subx)
     5714    0.010    0.000    0.013    0.000 results.py:136(__new__)
     5714    0.002    0.000    0.002    0.000 results.py:159(__init__)
      431    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
      182    0.000    0.000    0.000    0.000 results.py:241(__len__)
      411    0.000    0.000    0.000    0.000 results.py:244(__bool__)
      167    0.000    0.000    0.000    0.000 results.py:247(__iter__)
      258    0.000    0.000    0.000    0.000 results.py:262(haskeys)
      153    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
     2642    0.007    0.000    0.016    0.000 results.py:533(copy)
        1    0.000    0.000    0.000    0.000 roundTools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbixGlyph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbixGlyph.py:22(Glyph)
        1    0.000    0.000    0.000    0.000 sbixStrike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbixStrike.py:24(Strike)
       16    0.000    0.000    0.023    0.001 scale.py:104(set_default_locators_and_formatters)
       46    0.000    0.000    0.000    0.000 scale.py:116(get_transform)
        1    0.000    0.000    0.000    0.000 scale.py:205(__init__)
     1111    0.017    0.000    0.034    0.000 scale.py:217(transform_non_affine)
