         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    17364    0.003    0.000    0.003    0.000 font_manager.py:752(get_weight)
    17364    0.003    0.000    0.003    0.000 font_manager.py:761(get_stretch)
    16850    0.003    0.000    0.003    0.000 font_manager.py:769(get_size)
      608    0.000    0.000    0.000    0.000 font_manager.py:775(get_size_in_points)
      539    0.000    0.000    0.000    0.000 font_manager.py:778(get_file)
      763    0.001    0.000    0.002    0.000 font_manager.py:794(set_family)
      743    0.001    0.000    0.003    0.000 font_manager.py:807(set_style)
      740    0.001    0.000    0.002    0.000 font_manager.py:817(set_variant)
      745    0.003    0.000    0.003    0.000 font_manager.py:826(set_weight)
      740    0.002    0.000    0.002    0.000 font_manager.py:844(set_stretch)
      978    0.002    0.000    0.003    0.000 font_manager.py:862(set_size)
      740    0.000    0.000    0.000    0.000 font_manager.py:887(set_file)
       23    0.000    0.000    0.012    0.001 font_manager.py:894(set_fontconfig_pattern)
      530    0.000    0.000    0.000    0.000 font_manager.py:907(get_math_fontfamily)
      763    0.001    0.000    0.001    0.000 font_manager.py:915(set_math_fontfamily)
      465    0.001    0.000    0.017    0.000 font_manager.py:943(copy)
       23    0.000    0.000    0.011    0.000 fontconfig_pattern.py:119(parse)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        3    0.000    0.000    0.000    0.000 fontconfig_pattern.py:147(_value)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        6    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:1751(_ravel_dispatcher)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:1755(ravel)
       21    0.000    0.000    0.000    0.000 fromnumeric.py:1862(_nonzero_dispatcher)
       21    0.000    0.000    0.000    0.000 fromnumeric.py:1866(nonzero)
      329    0.000    0.000    0.000    0.000 fromnumeric.py:193(_reshape_dispatcher)
      329    0.000    0.000    0.004    0.000 fromnumeric.py:198(reshape)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:2081(_clip_dispatcher)
       20    0.000    0.000    0.001    0.000 fromnumeric.py:2085(clip)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2157(_sum_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2162(sum)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:2302(_any_dispatcher)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:2307(any)
      808    0.000    0.000    0.000    0.000 fromnumeric.py:2401(_all_dispatcher)
      808    0.001    0.000    0.007    0.000 fromnumeric.py:2406(all)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2493(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2497(cumsum)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2574(_ptp_dispatcher)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2578(ptp)
      390    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
      390    0.001    0.000    0.002    0.000 fromnumeric.py:2677(amax)
      386    0.000    0.000    0.000    0.000 fromnumeric.py:2797(_amin_dispatcher)
      386    0.001    0.000    0.002    0.000 fromnumeric.py:2802(amin)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:3117(_ndim_dispatcher)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:3121(ndim)
      880    0.000    0.000    0.000    0.000 fromnumeric.py:3210(_around_dispatcher)
      440    0.000    0.000    0.003    0.000 fromnumeric.py:3214(around)
      440    0.000    0.000    0.005    0.000 fromnumeric.py:3722(round_)
      783    0.003    0.000    0.006    0.000 fromnumeric.py:38(_wrapit)
      815    0.002    0.000    0.008    0.000 fromnumeric.py:51(_wrapfunc)
     1608    0.003    0.000    0.010    0.000 fromnumeric.py:69(_wrapreduction)
     1608    0.001    0.000    0.001    0.000 fromnumeric.py:70(<dictcomp>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:848(_sort_dispatcher)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:852(sort)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:89(_take_dispatcher)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:93(take)
       16    0.000    0.000    0.000    0.000 function_base.py:1315(_diff_dispatcher)
       16    0.000    0.000    0.000    0.000 function_base.py:1319(diff)
        3    0.000    0.000    0.000    0.000 function_base.py:1852(_extract_dispatcher)
        3    0.000    0.000    0.000    0.000 function_base.py:1856(extract)
      747    0.001    0.000    0.001    0.000 function_base.py:346(iterable)
    10001    0.086    0.000    0.312    0.000 functional.py:1345(norm)
    10001    0.140    0.000    0.640    0.000 functional.py:4598(normalize)
        1    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
       44    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        4    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        4    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       39    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       22    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
       22    0.000    0.000    0.000    0.000 functools.py:844(register)
       11    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
    26/13    0.000    0.000    0.041    0.003 functools.py:961(__get__)
       10    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       16    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       25    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        2    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        1    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        2    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
       13    0.000    0.000    0.000    0.000 getlimits.py:458(__new__)
        1    0.000    0.000    0.000    0.000 getlimits.py:491(_init)
       13    0.000    0.000    0.000    0.000 getlimits.py:540(smallest_normal)
       13    0.000    0.000    0.000    0.000 getlimits.py:563(tiny)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        2    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.002    0.002 gettext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gettext.py:111(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gettext.py:254(NullTranslations)
        1    0.000    0.000    0.000    0.000 gettext.py:358(GNUTranslations)
        1    0.000    0.000    0.001    0.001 gpos.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gpos.py:175(Cluster)
    10016    0.038    0.000    0.041    0.000 grad_mode.py:126(__init__)
    10016    0.023    0.000    0.051    0.000 grad_mode.py:131(__enter__)
    10016    0.016    0.000    0.039    0.000 grad_mode.py:135(__exit__)
    20032    0.030    0.000    0.044    0.000 grad_mode.py:226(__init__)
    10000    0.044    0.000    1.203    0.000 grad_mode.py:24(decorate_context)
    10000    0.013    0.000    0.054    0.000 grad_mode.py:82(clone)
        1    0.000    0.000    0.000    0.000 gridspec.py:101(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:123(set_height_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:145(get_grid_positions)
        1    0.000    0.000    0.000    0.000 gridspec.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
        2    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        1    0.000    0.000    0.045    0.045 gridspec.py:264(subplots)
        1    0.000    0.000    0.000    0.000 gridspec.py:33(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:335(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:419(get_subplot_params)
        1    0.000    0.000    0.000    0.000 gridspec.py:435(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:559(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:569(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 gridspec.py:616(num2)
        1    0.000    0.000    0.000    0.000 gridspec.py:620(num2)
        1    0.000    0.000    0.000    0.000 gridspec.py:627(get_gridspec)
        1    0.000    0.000    0.000    0.000 gridspec.py:668(get_position)
        3    0.000    0.000    0.000    0.000 gridspec.py:75(get_geometry)
        6    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       13    0.087    0.007    0.187    0.014 helpers.py:200(one_of)
   179367    0.024    0.000    0.024    0.000 helpers.py:259(<lambda>)
   179366    0.048    0.000    0.074    0.000 helpers.py:260(<lambda>)
       31    0.000    0.000    0.000    0.000 helpers.py:275(<genexpr>)
       31    0.000    0.000    0.000    0.000 helpers.py:294(<genexpr>)
        3    0.000    0.000    0.000    0.000 helpers.py:297(<genexpr>)
      716    0.000    0.000    0.001    0.000 helpers.py:300(<genexpr>)
      4/2    0.000    0.000    1.363    0.682 image.py:114(_draw_list_compositing_images)
       26    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        4    0.000    0.000    0.000    0.000 init.py:12(_no_grad_uniform_)
        4    0.000    0.000    0.000    0.000 init.py:122(uniform_)
        8    0.000    0.000    0.000    0.000 init.py:284(_calculate_fan_in_and_fan_out)
        4    0.000    0.000    0.000    0.000 init.py:356(_calculate_correct_fan)
        4    0.000    0.000    0.020    0.005 init.py:366(kaiming_uniform_)
        4    0.000    0.000    0.000    0.000 init.py:67(calculate_gain)
        3    0.000    0.000    0.000    0.000 inspect.py:1964(_signature_bound_method)
       16    0.000    0.000    0.001    0.000 inspect.py:2276(_signature_from_function)
    20/17    0.000    0.000    0.001    0.000 inspect.py:2371(_signature_from_callable)
        4    0.000    0.000    0.000    0.000 inspect.py:2406(<lambda>)
       75    0.000    0.000    0.000    0.000 inspect.py:2630(__init__)
      107    0.000    0.000    0.000    0.000 inspect.py:2680(name)
        6    0.000    0.000    0.000    0.000 inspect.py:2684(default)
       64    0.000    0.000    0.000    0.000 inspect.py:2692(kind)
        2    0.000    0.000    0.000    0.000 inspect.py:2696(replace)
       32    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
       21    0.000    0.000    0.000    0.000 inspect.py:2913(__init__)
       89    0.000    0.000    0.000    0.000 inspect.py:2962(<genexpr>)
       17    0.000    0.000    0.001    0.000 inspect.py:2991(from_callable)
       27    0.000    0.000    0.000    0.000 inspect.py:2999(parameters)
        5    0.000    0.000    0.000    0.000 inspect.py:3007(replace)
       17    0.000    0.000    0.001    0.000 inspect.py:3245(signature)
       17    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
       20    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
       16    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
       12    0.000    0.000    0.000    0.000 inspect.py:744(cleandoc)
        1    0.000    0.000    0.000    0.000 intTools.py:1(<module>)
       13    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 iup.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:107(get_linalg_error_extobj)
        2    0.000    0.000    0.000    0.000 linalg.py:112(_makearray)
        4    0.000    0.000    0.000    0.000 linalg.py:117(isComplexType)
        2    0.000    0.000    0.000    0.000 linalg.py:130(_realType)
        2    0.000    0.000    0.000    0.000 linalg.py:136(_commonType)
        2    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 linalg.py:200(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 linalg.py:479(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 linalg.py:483(inv)
        4    0.000    0.000    0.020    0.005 linear.py:103(reset_parameters)
    40004    0.093    0.000    1.005    0.000 linear.py:113(forward)
        4    0.000    0.000    0.021    0.005 linear.py:90(__init__)
      214    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      214    0.000    0.000    0.001    0.000 linecache.py:26(getline)
      214    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
      166    0.000    0.000    0.001    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
      352    0.000    0.000    0.001    0.000 lines.py:1010(set_antialiased)
      352    0.001    0.000    0.006    0.000 lines.py:1022(set_color)
      352    0.001    0.000    0.001    0.000 lines.py:1034(set_drawstyle)
      352    0.001    0.000    0.003    0.000 lines.py:1069(set_linewidth)
      352    0.002    0.000    0.004    0.000 lines.py:1087(set_linestyle)
      234    0.001    0.000    0.010    0.000 lines.py:1135(set_marker)
     1056    0.002    0.000    0.004    0.000 lines.py:1149(_set_markercolor)
      352    0.000    0.000    0.001    0.000 lines.py:1163(set_markeredgecolor)
      352    0.000    0.000    0.003    0.000 lines.py:1173(set_markerfacecolor)
      352    0.000    0.000    0.001    0.000 lines.py:1183(set_markerfacecoloralt)
      352    0.000    0.000    0.001    0.000 lines.py:1193(set_markeredgewidth)
      352    0.000    0.000    0.001    0.000 lines.py:1208(set_markersize)
      826    0.001    0.000    0.002    0.000 lines.py:1222(set_xdata)
     2323    0.002    0.000    0.003    0.000 lines.py:1234(set_ydata)
      333    0.002    0.000    0.009    0.000 lines.py:1267(update_from)
      352    0.000    0.000    0.001    0.000 lines.py:1291(set_dash_joinstyle)
      352    0.000    0.000    0.001    0.000 lines.py:1307(set_solid_joinstyle)
      352    0.001    0.000    0.002    0.000 lines.py:1339(set_dash_capstyle)
      352    0.000    0.000    0.001    0.000 lines.py:1355(set_solid_capstyle)
        2    0.000    0.000    0.000    0.000 lines.py:1387(is_dashed)
      352    0.009    0.000    0.070    0.000 lines.py:276(__init__)
      358    0.001    0.000    0.001    0.000 lines.py:31(_get_dash_pattern)
      352    0.000    0.000    0.001    0.000 lines.py:492(set_pickradius)
      352    0.000    0.000    0.001    0.000 lines.py:537(set_markevery)
      154    0.000    0.000    0.000    0.000 lines.py:596(get_markevery)
      721    0.001    0.000    0.002    0.000 lines.py:61(_scale_dashes)
      703    0.001    0.000    0.004    0.000 lines.py:630(set_data)
      272    0.006    0.000    0.027    0.000 lines.py:649(recache)
      156    0.000    0.000    0.003    0.000 lines.py:692(_transform_path)
      156    0.000    0.000    0.003    0.000 lines.py:707(_get_transformed_path)
      352    0.001    0.000    0.002    0.000 lines.py:713(set_transform)
        1    0.000    0.000    0.000    0.000 lines.py:719(_is_sorted)
      464    0.007    0.000    0.093    0.000 lines.py:724(draw)
      154    0.000    0.000    0.000    0.000 lines.py:871(get_drawstyle)
      154    0.000    0.000    0.000    0.000 lines.py:903(get_markeredgecolor)
      308    0.001    0.000    0.001    0.000 lines.py:929(_get_markerfacecolor)
      118    0.000    0.000    0.013    0.000 lines.py:996(get_path)
        1    0.000    0.000    0.000    0.000 location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 location.py:4(FeatureLibLocation)
        1    0.000    0.000    0.001    0.001 loggingTools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loggingTools.py:22(LevelFormatter)
        1    0.000    0.000    0.000    0.000 loggingTools.py:225(Timer)
        4    0.000    0.000    0.000    0.000 loggingTools.py:287(__init__)
        4    0.000    0.000    0.000    0.000 loggingTools.py:298(reset)
        6    0.000    0.000    0.000    0.000 loggingTools.py:356(__call__)
        1    0.000    0.000    0.000    0.000 loggingTools.py:389(ChannelsFilter)
        1    0.000    0.000    0.000    0.000 loggingTools.py:434(CapturingLogHandler)
        1    0.000    0.000    0.000    0.000 loggingTools.py:477(LogMixin)
        4    0.000    0.000    0.000    0.000 loggingTools.py:521(deprecateFunction)
        4    0.000    0.000    0.000    0.000 loggingTools.py:523(decorator)
        1    0.000    0.000    0.000    0.000 lookupDebugInfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lookupDebugInfo.py:6(LookupDebugInfo)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:105(print_lr)
       11    0.000    0.000    0.001    0.000 lr_scheduler.py:119(step)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:139(_enable_get_lr_call)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:141(__init__)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:144(__enter__)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:148(__exit__)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:168(<listcomp>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:24(__init__)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:41(<listcomp>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:47(with_counter)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:568(__init__)
       11    0.000    0.000    0.000    0.000 lr_scheduler.py:572(get_lr)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:578(<listcomp>)
       10    0.000    0.000    0.000    0.000 lr_scheduler.py:579(<listcomp>)
    10000    0.046    0.000    1.784    0.000 lr_scheduler.py:60(wrapper)
      919    0.001    0.000    0.023    0.000 markers.py:219(__init__)
     1505    0.003    0.000    0.009    0.000 markers.py:237(_recache)
      156    0.000    0.000    0.000    0.000 markers.py:253(__bool__)
      542    0.000    0.000    0.000    0.000 markers.py:259(get_fillstyle)
      919    0.002    0.000    0.004    0.000 markers.py:266(_set_fillstyle)
      154    0.000    0.000    0.000    0.000 markers.py:282(get_joinstyle)
      154    0.000    0.000    0.000    0.000 markers.py:285(get_capstyle)
      154    0.000    0.000    0.000    0.000 markers.py:288(get_marker)
      919    0.004    0.000    0.018    0.000 markers.py:295(_set_marker)
      154    0.000    0.000    0.000    0.000 markers.py:336(get_path)
      154    0.000    0.000    0.002    0.000 markers.py:345(get_transform)
      154    0.000    0.000    0.000    0.000 markers.py:352(get_alt_path)
      154    0.000    0.000    0.000    0.000 markers.py:368(get_snap_threshold)
      352    0.000    0.000    0.000    0.000 markers.py:371(_set_nothing)
      108    0.000    0.000    0.002    0.000 markers.py:682(_set_tickleft)
      108    0.000    0.000    0.002    0.000 markers.py:688(_set_tickright)
        9    0.000    0.000    0.000    0.000 markers.py:696(_set_tickup)
        9    0.000    0.000    0.000    0.000 markers.py:702(_set_tickdown)
        8    0.000    0.000    0.000    0.000 mathtext.py:112(__init__)
       32    0.000    0.000    0.000    0.000 mathtext.py:120(_update_bbox)
       16    0.000    0.000    0.000    0.000 mathtext.py:126(set_canvas_size)
       64    0.000    0.000    0.000    0.000 mathtext.py:131(render_glyph)
        8    0.000    0.000    0.003    0.000 mathtext.py:154(get_results)
       55    0.000    0.000    0.001    0.000 mathtext.py:177(get_hinting_type)
        8    0.000    0.000    0.000    0.000 mathtext.py:306(__init__)
       32    0.000    0.000    0.000    0.000 mathtext.py:311(render_glyph)
        8    0.000    0.000    0.002    0.000 mathtext.py:318(get_results)
        3    0.000    0.000    0.000    0.000 mathtext.py:406(__init__)
       32    0.000    0.000    0.827    0.026 mathtext.py:410(parse)
       16    0.000    0.000    0.826    0.052 mathtext.py:437(_parse_cached)
       16    0.000    0.000    0.000    0.000 mathtext.py:68(__init__)
       24    0.000    0.000    0.000    0.000 mathtext.py:73(set_canvas_size)
       55    0.000    0.000    0.000    0.000 mathtext.py:99(get_hinting_type)
        1    0.000    0.000    0.000    0.000 maxContextCalc.py:1(<module>)
        1    0.000    0.000    0.013    0.013 merger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merger.py:1020(VariationMerger)
        1    0.000    0.000    0.000    0.000 merger.py:148(AligningMerger)
        1    0.000    0.000    0.000    0.000 merger.py:39(Merger)
       17    0.000    0.000    0.000    0.000 merger.py:44(merger)
       17    0.000    0.000    0.000    0.000 merger.py:53(wrapper)
        1    0.000    0.000    0.000    0.000 merger.py:876(InstancerMerger)
        1    0.000    0.000    0.000    0.000 merger.py:926(MutatorMerger)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:169(VariationModel)
50005/10001    0.125    0.000    2.698    0.000 module.py:1124(_call_impl)
   120036    0.108    0.000    0.108    0.000 module.py:1194(__getattr__)
       80    0.000    0.000    0.000    0.000 module.py:1210(__setattr__)
       12    0.000    0.000    0.000    0.000 module.py:1211(remove_from)
        9    0.000    0.000    0.000    0.000 module.py:1608(_named_members)
        9    0.000    0.000    0.000    0.000 module.py:1621(parameters)
        9    0.000    0.000    0.000    0.000 module.py:1645(named_parameters)
        5    0.000    0.000    0.000    0.000 module.py:1666(<lambda>)
        9    0.000    0.000    0.000    0.000 module.py:1719(children)
        9    0.000    0.000    0.000    0.000 module.py:1728(named_children)
     14/6    0.000    0.000    0.000    0.000 module.py:1775(named_modules)
        5    0.000    0.000    0.000    0.000 module.py:254(__init__)
        8    0.000    0.000    0.000    0.000 module.py:329(register_parameter)
      5/1    0.000    0.000    0.000    0.000 module.py:577(_apply)
        8    0.000    0.000    0.000    0.000 module.py:581(compute_should_use_set_data)
        1    0.000    0.000    0.000    0.000 module.py:823(to)
        8    0.000    0.000    0.000    0.000 module.py:921(convert)
        1    0.000    0.000    0.000    0.000 multiarray.py:1021(unravel_index)
        9    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
     1614    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        2    0.000    0.000    0.000    0.000 multiarray.py:341(where)
      384    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
      510    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
        9    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        1    0.000    0.000    0.000    0.000 multiarray.py:960(ravel_multi_index)
        1    0.000    0.000    0.000    0.000 mvar.py:1(<module>)
      384    0.000    0.000    0.000    0.000 numeric.py:2269(_isclose_dispatcher)
      384    0.002    0.000    0.023    0.000 numeric.py:2273(isclose)
      384    0.005    0.000    0.010    0.000 numeric.py:2354(within_tol)
        9    0.000    0.000    0.000    0.000 numeric.py:72(_zeros_like_dispatcher)
        9    0.000    0.000    0.000    0.000 numeric.py:76(zeros_like)
        1    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
        1    0.000    0.000    0.000    0.000 optimizer.py:103(_hook_for_profile)
        1    0.000    0.000    0.000    0.000 optimizer.py:106(profile_hook_step)
    10000    0.099    0.000    1.737    0.000 optimizer.py:108(wrapper)
    10000    0.257    0.000    0.860    0.000 optimizer.py:216(zero_grad)
        1    0.000    0.000    0.000    0.000 optimizer.py:270(add_param_group)
        1    0.000    0.000    0.000    0.000 optimizer.py:33(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        2    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:754(encode)
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.001    0.001 otBase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 otBase.py:10(OverflowErrorRecord)
        1    0.000    0.000    0.000    0.000 otBase.py:113(OTTableReader)
        1    0.000    0.000    0.000    0.000 otBase.py:21(OTLOffsetOverflowError)
        1    0.000    0.000    0.000    0.000 otBase.py:221(OTTableWriter)
        1    0.000    0.000    0.000    0.000 otBase.py:29(BaseTTXConverter)
        1    0.000    0.000    0.000    0.000 otBase.py:537(CountReference)
        1    0.000    0.000    0.000    0.000 otBase.py:575(BaseTable)
        1    0.000    0.000    0.000    0.000 otBase.py:846(FormatSwitchingBaseTable)
        1    0.000    0.000    0.000    0.000 otBase.py:871(UInt8FormatSwitchingBaseTable)
       92    0.000    0.000    0.000    0.000 otBase.py:884(getFormatSwitchingBaseTableClass)
        1    0.000    0.000    0.000    0.000 otBase.py:920(_buildDict)
        1    0.000    0.000    0.000    0.000 otBase.py:929(ValueRecordFactory)
        1    0.000    0.000    0.000    0.000 otBase.py:980(ValueRecord)
        1    0.000    0.000    0.001    0.001 otConverters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 otConverters.py:1000(<dictcomp>)
        1    0.000    0.000    0.000    0.000 otConverters.py:1004(__init__)
        1    0.000    0.000    0.000    0.000 otConverters.py:103(_LazyList)
        1    0.000    0.000    0.000    0.000 otConverters.py:1124(STXHeader)
        4    0.000    0.000    0.000    0.000 otConverters.py:1125(__init__)
        1    0.000    0.000    0.000    0.000 otConverters.py:134(BaseConverter)
     1271    0.002    0.000    0.003    0.000 otConverters.py:139(__init__)
        1    0.000    0.000    0.000    0.000 otConverters.py:1441(CIDGlyphMap)
        1    0.000    0.000    0.000    0.000 otConverters.py:1478(GlyphCIDMap)
        1    0.000    0.000    0.000    0.000 otConverters.py:1524(DeltaValue)
        1    0.000    0.000    0.000    0.000 otConverters.py:1578(VarIdxMapValue)
        1    0.000    0.000    0.000    0.000 otConverters.py:1621(VarDataValue)
        1    0.000    0.000    0.000    0.000 otConverters.py:1672(LookupFlag)
       46    0.000    0.000    0.000    0.000 otConverters.py:1686(_issubclass_namedtuple)
        1    0.000    0.000    0.000    0.000 otConverters.py:1693(_NamedTupleConverter)
       46    0.000    0.000    0.001    0.000 otConverters.py:1699(__init__)
      138    0.000    0.000    0.000    0.000 otConverters.py:1701(<genexpr>)
       46    0.000    0.000    0.000    0.000 otConverters.py:1706(<listcomp>)
       46    0.000    0.000    0.000    0.000 otConverters.py:1710(<dictcomp>)
      138    0.000    0.000    0.000    0.000 otConverters.py:1712(<genexpr>)
        1    0.000    0.000    0.000    0.000 otConverters.py:1760(VarFixed)
        1    0.000    0.000    0.000    0.000 otConverters.py:1765(VarF2Dot14)
        1    0.000    0.000    0.000    0.000 otConverters.py:1770(VarInt16)
        1    0.000    0.000    0.000    0.000 otConverters.py:1775(VarUInt16)
        1    0.000    0.000    0.000    0.000 otConverters.py:1780(_UInt8Enum)
        1    0.000    0.000    0.000    0.000 otConverters.py:1793(ExtendMode)
        1    0.000    0.000    0.000    0.000 otConverters.py:1797(CompositeMode)
        8    0.000    0.000    0.000    0.000 otConverters.py:1841(<lambda>)
        1    0.000    0.000    0.000    0.000 otConverters.py:1842(<lambda>)
        4    0.000    0.000    0.000    0.000 otConverters.py:1843(<lambda>)
        9    0.000    0.000    0.000    0.000 otConverters.py:1845(<lambda>)
        5    0.000    0.000    0.000    0.000 otConverters.py:1846(<lambda>)
        1    0.000    0.000    0.000    0.000 otConverters.py:215(SimpleValue)
        1    0.000    0.000    0.000    0.000 otConverters.py:228(IntValue)
        1    0.000    0.000    0.000    0.000 otConverters.py:233(Long)
        1    0.000    0.000    0.000    0.000 otConverters.py:244(ULong)
        1    0.000    0.000    0.000    0.000 otConverters.py:255(Flags32)
        1    0.000    0.000    0.000    0.000 otConverters.py:260(Short)
        1    0.000    0.000    0.000    0.000 otConverters.py:271(UShort)
        1    0.000    0.000    0.000    0.000 otConverters.py:282(Int8)
      259    0.004    0.000    0.015    0.000 otConverters.py:29(buildConverters)
        1    0.000    0.000    0.000    0.000 otConverters.py:293(UInt8)
        1    0.000    0.000    0.000    0.000 otConverters.py:304(UInt24)
        1    0.000    0.000    0.000    0.000 otConverters.py:311(ComputedInt)
        1    0.000    0.000    0.000    0.000 otConverters.py:317(ComputedUInt8)
        1    0.000    0.000    0.000    0.000 otConverters.py:319(ComputedUShort)
        1    0.000    0.000    0.000    0.000 otConverters.py:321(ComputedULong)
        1    0.000    0.000    0.000    0.000 otConverters.py:324(Tag)
