INFO:random-gd-1030:trial:      0 / 100_000  |  f_evals:       2_679 / 50_000_000  |  f_min: 1.112488e-09
INFO:random-gd-1030:trial:  1_499 / 100_000  |  f_evals:   2_856_992 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_500 / 100_000  |  f_evals:   2_857_695 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_501 / 100_000  |  f_evals:   2_858_094 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_502 / 100_000  |  f_evals:   2_858_683 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_503 / 100_000  |  f_evals:   2_866_359 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_504 / 100_000  |  f_evals:   2_866_758 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_505 / 100_000  |  f_evals:   2_867_632 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_506 / 100_000  |  f_evals:   2_870_273 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_507 / 100_000  |  f_evals:   2_871_033 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_508 / 100_000  |  f_evals:   2_872_344 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_509 / 100_000  |  f_evals:   2_876_049 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_510 / 100_000  |  f_evals:   2_876_448 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_511 / 100_000  |  f_evals:   2_877_151 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_512 / 100_000  |  f_evals:   2_878_652 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_513 / 100_000  |  f_evals:   2_879_545 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_514 / 100_000  |  f_evals:   2_880_134 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_515 / 100_000  |  f_evals:   2_884_884 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_516 / 100_000  |  f_evals:   2_885_758 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_517 / 100_000  |  f_evals:   2_886_157 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_518 / 100_000  |  f_evals:   2_887_012 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_519 / 100_000  |  f_evals:   2_894_878 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_520 / 100_000  |  f_evals:   2_895_467 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_521 / 100_000  |  f_evals:   2_895_866 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_522 / 100_000  |  f_evals:   2_897_861 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_523 / 100_000  |  f_evals:   2_899_666 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_524 / 100_000  |  f_evals:   2_904_492 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_525 / 100_000  |  f_evals:   2_905_309 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_526 / 100_000  |  f_evals:   2_908_995 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_527 / 100_000  |  f_evals:   2_910_002 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_528 / 100_000  |  f_evals:   2_911_161 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_529 / 100_000  |  f_evals:   2_912_301 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_530 / 100_000  |  f_evals:   2_912_947 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_531 / 100_000  |  f_evals:   2_913_707 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_532 / 100_000  |  f_evals:   2_914_296 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_533 / 100_000  |  f_evals:   2_918_476 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_534 / 100_000  |  f_evals:   2_918_875 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_535 / 100_000  |  f_evals:   2_921_915 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_536 / 100_000  |  f_evals:   2_926_247 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_537 / 100_000  |  f_evals:   2_936_070 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_538 / 100_000  |  f_evals:   2_936_469 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_539 / 100_000  |  f_evals:   2_937_267 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_540 / 100_000  |  f_evals:   2_939_832 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_541 / 100_000  |  f_evals:   2_941_010 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_542 / 100_000  |  f_evals:   2_949_104 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_543 / 100_000  |  f_evals:   2_950_301 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_544 / 100_000  |  f_evals:   2_951_308 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_545 / 100_000  |  f_evals:   2_951_916 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_546 / 100_000  |  f_evals:   2_952_315 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_547 / 100_000  |  f_evals:   2_952_752 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_548 / 100_000  |  f_evals:   2_953_493 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_549 / 100_000  |  f_evals:   2_954_690 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_550 / 100_000  |  f_evals:   2_965_102 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_551 / 100_000  |  f_evals:   2_966_223 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_552 / 100_000  |  f_evals:   2_968_085 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_553 / 100_000  |  f_evals:   2_969_567 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_554 / 100_000  |  f_evals:   2_970_441 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_555 / 100_000  |  f_evals:   2_971_809 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_556 / 100_000  |  f_evals:   2_972_607 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_557 / 100_000  |  f_evals:   2_973_006 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_558 / 100_000  |  f_evals:   2_975_134 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_559 / 100_000  |  f_evals:   2_975_685 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_560 / 100_000  |  f_evals:   2_976_635 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_561 / 100_000  |  f_evals:   2_977_376 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_562 / 100_000  |  f_evals:   2_978_136 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_563 / 100_000  |  f_evals:   2_979_105 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_564 / 100_000  |  f_evals:   2_980_359 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_565 / 100_000  |  f_evals:   2_980_967 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_566 / 100_000  |  f_evals:   2_988_016 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_567 / 100_000  |  f_evals:   2_988_928 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_568 / 100_000  |  f_evals:   2_989_555 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_569 / 100_000  |  f_evals:   2_989_954 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_570 / 100_000  |  f_evals:   2_990_353 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_571 / 100_000  |  f_evals:   2_991_664 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_572 / 100_000  |  f_evals:   2_997_972 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_573 / 100_000  |  f_evals:   2_998_789 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_574 / 100_000  |  f_evals:   2_999_815 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_575 / 100_000  |  f_evals:   3_000_765 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_576 / 100_000  |  f_evals:   3_001_411 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_577 / 100_000  |  f_evals:   3_002_608 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_578 / 100_000  |  f_evals:   3_003_007 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_579 / 100_000  |  f_evals:   3_003_919 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_580 / 100_000  |  f_evals:   3_005_401 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_581 / 100_000  |  f_evals:   3_009_980 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_582 / 100_000  |  f_evals:   3_011_405 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_583 / 100_000  |  f_evals:   3_017_485 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_584 / 100_000  |  f_evals:   3_017_884 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_585 / 100_000  |  f_evals:   3_018_283 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_586 / 100_000  |  f_evals:   3_020_031 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_587 / 100_000  |  f_evals:   3_020_430 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_588 / 100_000  |  f_evals:   3_024_724 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_589 / 100_000  |  f_evals:   3_026_130 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_590 / 100_000  |  f_evals:   3_033_046 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_591 / 100_000  |  f_evals:   3_036_428 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_592 / 100_000  |  f_evals:   3_037_074 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_593 / 100_000  |  f_evals:   3_037_891 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_594 / 100_000  |  f_evals:   3_038_670 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_595 / 100_000  |  f_evals:   3_039_354 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_596 / 100_000  |  f_evals:   3_040_057 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_597 / 100_000  |  f_evals:   3_041_254 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_598 / 100_000  |  f_evals:   3_041_786 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_599 / 100_000  |  f_evals:   3_042_299 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_600 / 100_000  |  f_evals:   3_043_021 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_601 / 100_000  |  f_evals:   3_043_420 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_602 / 100_000  |  f_evals:   3_043_819 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_603 / 100_000  |  f_evals:   3_044_218 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_604 / 100_000  |  f_evals:   3_049_386 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_605 / 100_000  |  f_evals:   3_049_785 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_606 / 100_000  |  f_evals:   3_050_184 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_607 / 100_000  |  f_evals:   3_053_832 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_608 / 100_000  |  f_evals:   3_055_903 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_609 / 100_000  |  f_evals:   3_056_663 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_610 / 100_000  |  f_evals:   3_059_114 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_611 / 100_000  |  f_evals:   3_070_894 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_612 / 100_000  |  f_evals:   3_071_293 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_613 / 100_000  |  f_evals:   3_072_015 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_614 / 100_000  |  f_evals:   3_072_851 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_615 / 100_000  |  f_evals:   3_074_124 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_616 / 100_000  |  f_evals:   3_076_423 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_617 / 100_000  |  f_evals:   3_076_898 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_618 / 100_000  |  f_evals:   3_077_981 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_619 / 100_000  |  f_evals:   3_078_988 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_620 / 100_000  |  f_evals:   3_080_641 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_621 / 100_000  |  f_evals:   3_081_724 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_622 / 100_000  |  f_evals:   3_083_206 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_623 / 100_000  |  f_evals:   3_085_790 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_624 / 100_000  |  f_evals:   3_086_189 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_625 / 100_000  |  f_evals:   3_093_789 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_626 / 100_000  |  f_evals:   3_094_473 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_627 / 100_000  |  f_evals:   3_095_195 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_628 / 100_000  |  f_evals:   3_096_012 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_629 / 100_000  |  f_evals:   3_096_411 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_630 / 100_000  |  f_evals:   3_097_779 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_631 / 100_000  |  f_evals:   3_098_653 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_632 / 100_000  |  f_evals:   3_099_698 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_633 / 100_000  |  f_evals:   3_101_636 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_634 / 100_000  |  f_evals:   3_103_327 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_635 / 100_000  |  f_evals:   3_104_676 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_636 / 100_000  |  f_evals:   3_113_701 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_637 / 100_000  |  f_evals:   3_114_366 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_638 / 100_000  |  f_evals:   3_116_133 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_639 / 100_000  |  f_evals:   3_124_322 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_640 / 100_000  |  f_evals:   3_128_027 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_641 / 100_000  |  f_evals:   3_129_642 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_642 / 100_000  |  f_evals:   3_130_041 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_643 / 100_000  |  f_evals:   3_130_953 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_644 / 100_000  |  f_evals:   3_131_694 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_645 / 100_000  |  f_evals:   3_136_710 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_646 / 100_000  |  f_evals:   3_137_261 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_647 / 100_000  |  f_evals:   3_137_945 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_648 / 100_000  |  f_evals:   3_138_344 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_649 / 100_000  |  f_evals:   3_138_743 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_650 / 100_000  |  f_evals:   3_139_427 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_651 / 100_000  |  f_evals:   3_150_504 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_652 / 100_000  |  f_evals:   3_150_903 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_653 / 100_000  |  f_evals:   3_151_587 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_654 / 100_000  |  f_evals:   3_152_024 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_655 / 100_000  |  f_evals:   3_152_404 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_656 / 100_000  |  f_evals:   3_153_753 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_657 / 100_000  |  f_evals:   3_157_135 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_658 / 100_000  |  f_evals:   3_158_807 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_659 / 100_000  |  f_evals:   3_159_871 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_660 / 100_000  |  f_evals:   3_161_125 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_661 / 100_000  |  f_evals:   3_161_733 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_662 / 100_000  |  f_evals:   3_169_048 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_663 / 100_000  |  f_evals:   3_169_675 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_664 / 100_000  |  f_evals:   3_170_112 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_665 / 100_000  |  f_evals:   3_170_967 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_666 / 100_000  |  f_evals:   3_171_366 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_667 / 100_000  |  f_evals:   3_173_133 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_668 / 100_000  |  f_evals:   3_175_337 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_669 / 100_000  |  f_evals:   3_175_736 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_670 / 100_000  |  f_evals:   3_177_332 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_671 / 100_000  |  f_evals:   3_178_320 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_672 / 100_000  |  f_evals:   3_181_379 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_673 / 100_000  |  f_evals:   3_182_519 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_674 / 100_000  |  f_evals:   3_185_483 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_675 / 100_000  |  f_evals:   3_197_453 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_676 / 100_000  |  f_evals:   3_198_517 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_677 / 100_000  |  f_evals:   3_198_916 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_678 / 100_000  |  f_evals:   3_199_676 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_679 / 100_000  |  f_evals:   3_209_461 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_680 / 100_000  |  f_evals:   3_209_860 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_681 / 100_000  |  f_evals:   3_212_786 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_682 / 100_000  |  f_evals:   3_213_185 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_683 / 100_000  |  f_evals:   3_213_584 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_684 / 100_000  |  f_evals:   3_214_154 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_685 / 100_000  |  f_evals:   3_215_085 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_686 / 100_000  |  f_evals:   3_216_073 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_687 / 100_000  |  f_evals:   3_217_479 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_688 / 100_000  |  f_evals:   3_218_011 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_689 / 100_000  |  f_evals:   3_218_999 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_690 / 100_000  |  f_evals:   3_228_005 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_691 / 100_000  |  f_evals:   3_228_404 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_692 / 100_000  |  f_evals:   3_228_803 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_693 / 100_000  |  f_evals:   3_244_307 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_694 / 100_000  |  f_evals:   3_245_523 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_695 / 100_000  |  f_evals:   3_245_922 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_696 / 100_000  |  f_evals:   3_248_069 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_697 / 100_000  |  f_evals:   3_257_930 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_698 / 100_000  |  f_evals:   3_258_766 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_699 / 100_000  |  f_evals:   3_259_374 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_700 / 100_000  |  f_evals:   3_272_997 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_701 / 100_000  |  f_evals:   3_273_909 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_702 / 100_000  |  f_evals:   3_274_669 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_703 / 100_000  |  f_evals:   3_275_068 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_704 / 100_000  |  f_evals:   3_276_930 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_705 / 100_000  |  f_evals:   3_277_975 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_706 / 100_000  |  f_evals:   3_280_920 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_707 / 100_000  |  f_evals:   3_287_209 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_708 / 100_000  |  f_evals:   3_287_950 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_709 / 100_000  |  f_evals:   3_288_938 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_710 / 100_000  |  f_evals:   3_293_365 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_711 / 100_000  |  f_evals:   3_294_277 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_712 / 100_000  |  f_evals:   3_294_676 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_713 / 100_000  |  f_evals:   3_296_747 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_714 / 100_000  |  f_evals:   3_297_317 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_715 / 100_000  |  f_evals:   3_298_039 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_716 / 100_000  |  f_evals:   3_299_274 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_717 / 100_000  |  f_evals:   3_300_224 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_718 / 100_000  |  f_evals:   3_307_558 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_719 / 100_000  |  f_evals:   3_307_995 / 50_000_000  |  f_min: 1.940531e-12
